2025-08-13 15:44:48 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.2.Final
2025-08-13 16:34:10 [XNIO-1 task-3] ERROR o.r.c.s.h.GlobalExceptionHandler - 请求地址'/chat/speech',认证失败'Token无效：undefined',无法访问系统资源
2025-08-13 16:34:44 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:34:44 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:36:10 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:36:55 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:36:56 [XNIO-1 task-2] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzRlYThfMTJkN2IyMDlfMWUwODZfMzVhMWFiMA==; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:36:56 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:36:56 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:36:56 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:36:56 [XNIO-1 task-2] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755074216258.png
2025-08-13 16:36:56 [XNIO-1 task-2] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:36:56 [XNIO-1 task-2] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:36:56 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:02 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 11127
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 400 https://api.ppinfra.com/v3/openai/chat/completions (380ms)
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:37:02 GMT
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: application/json
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-length: 104
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: a13c958f0b4732dced53d8c9102e8403
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:37:02 [OkHttp https://api.ppinfra.com/...] ERROR o.r.c.l.SSEEventSourceListener - OpenAI  sse连接异常data：{"code":400,"reason":"INVALID_REQUEST_BODY","message":"model features vision not support","metadata":{}}，异常：null
2025-08-13 16:37:30 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:32 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:44 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:44 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:44 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:49 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:37:50 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:37:50 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:37:50 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 11026
2025-08-13 16:37:50 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:37:50 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1775ms)
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:37:52 GMT
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 2dc7e0b96be1a8eeec3437371e8aa5ce
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:37:51 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:37:58 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:37:58 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:41:05 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:41:05 [XNIO-1 task-4] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzRmYTFfOGMyZjlhMWVfY2MwZF8zNGViZjYz; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:41:05 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:41:05 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:41:05 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:41:05 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755074465722.docx
2025-08-13 16:41:05 [XNIO-1 task-4] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:41:05 [XNIO-1 task-4] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:41:19 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:41:19 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:41:19 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:41:19 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 11587
2025-08-13 16:41:19 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:41:19 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (2995ms)
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:41:22 GMT
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: aad3dcfc9b2e34c57b973d526ab0478d
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:41:22 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:41:30 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:41:30 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:41:43 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:41:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:41:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:41:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 11837
2025-08-13 16:41:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:41:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (1694ms)
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:41:45 GMT
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 94b21bdf21e169240a0f935f42ba857d
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:41:45 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:41:55 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:41:55 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:44:34 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:44:34 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:44:34 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:48:10 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:48:10 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:48:10 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:51:26 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:51:26 [XNIO-1 task-4] WARN  o.r.s.service.impl.SysOssServiceImpl - OSS上传失败，使用本地存储: 创建Bucket失败, 请核对配置信息:[<bucketname>-<appid> (Service: Amazon S3; Status Code: 400; Error Code: InvalidRequest; Request ID: Njg5YzUyMGVfOTgyZDUyMWVfMTAyMTdfNGY0MTJiNQ==; S3 Extended Request ID: null; Proxy: null)]
2025-08-13 16:51:26 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 使用上传目录: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:51:26 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 当前工作目录: C:\Users\28279\Desktop\SourceCode
2025-08-13 16:51:26 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 上传目录已存在: C:\Users\28279\Desktop\SourceCode\uploads\images\
2025-08-13 16:51:26 [XNIO-1 task-4] INFO  o.r.s.service.impl.SysOssServiceImpl - 文件已保存到: C:\Users\28279\Desktop\SourceCode\uploads\images\1755075086787.png
2025-08-13 16:51:26 [XNIO-1 task-4] WARN  o.r.h.InjectionMetaObjectHandler - 自动注入警告 => 用户未登录
2025-08-13 16:51:26 [XNIO-1 task-4] ERROR o.ruoyi.common.log.aspect.LogAspect - 异常信息:Token无效：undefined
2025-08-13 16:51:26 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:51:36 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 12856
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 400 https://api.ppinfra.com/v3/openai/chat/completions (289ms)
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:51:36 GMT
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: application/json
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-length: 104
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 4f79e38edaf27471eba7fb3ef6bcfdec
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:51:36 [OkHttp https://api.ppinfra.com/...] ERROR o.r.c.l.SSEEventSourceListener - OpenAI  sse连接异常data：{"code":400,"reason":"INVALID_REQUEST_BODY","message":"model features vision not support","metadata":{}}，异常：null
2025-08-13 16:51:51 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:13 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:13 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:52:13 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:52:13 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 12791
2025-08-13 16:52:13 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:52:13 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:52:15 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 12791
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (2139ms)
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:52:15 GMT
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: 76170458edd2ca6938f1a41a546980ce
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:52:15 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (2007ms)
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:52:17 GMT
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: d516481befa6ca910680f9944dfc8142
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
2025-08-13 16:52:17 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI建立sse连接...
2025-08-13 16:52:29 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:52:29 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:30 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.l.SSEEventSourceListener - OpenAI关闭sse连接...
2025-08-13 16:52:30 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:56 [XNIO-1 task-2] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:56 [XNIO-1 task-4] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:56 [XNIO-1 task-3] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:52:56 [XNIO-1 task-5] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:53:43 [XNIO-1 task-5] INFO  o.r.c.w.i.PlusWebInvokeTimeInterceptor - 域名信息：127.0.0.1
2025-08-13 16:53:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> POST https://api.ppinfra.com/v3/openai/chat/completions
2025-08-13 16:53:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Type: application/json; charset=utf-8
2025-08-13 16:53:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Content-Length: 544
2025-08-13 16:53:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:Accept: text/event-stream
2025-08-13 16:53:43 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:--> END POST
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- 200 https://api.ppinfra.com/v3/openai/chat/completions (969ms)
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:date: Wed, 13 Aug 2025 08:53:44 GMT
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:content-type: text/event-stream
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:cache-control: no-cache
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-request-id: 
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:x-trace-id: ba676ac3a837ae10ca1796446db4fa35
2025-08-13 16:53:44 [OkHttp https://api.ppinfra.com/...] INFO  o.r.c.c.o.interceptor.OpenAILogger - OkHttp-------->:<-- END HTTP
