1754622004523|28|statement|connection 0|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = ?)|SELECT  id,category,model_name,model_describe,model_price,model_type,model_show,system_prompt,api_host,api_key,remark,create_dept,create_by,create_time,update_by,update_time  FROM chat_model      WHERE  (model_name = 'suno')
1755078670656|2|statement|connection 29|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = ?           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = 1941157377100017665           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num
1755078695743|0|statement|connection 30|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = ?|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = 1941157377100017665
1755078695768|2|statement|connection 31|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = ?           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = 1941157377100017665           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num
1755078701700|2|statement|connection 32|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT COUNT(*) AS total FROM a7_paper WHERE (create_by = ?)|SELECT COUNT(*) AS total FROM a7_paper WHERE (create_by = 1941157377100017665)
1755078701703|1|statement|connection 32|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper      WHERE  (create_by = ?) LIMIT ?|SELECT  id,paper_name,create_role,create_name,paper_difficulty,paper_type,paper_subject,topic_number,answer_time,collection,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper      WHERE  (create_by = 1941157377100017665) LIMIT 10
1755078701727|3|statement|connection 33|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (?))|SELECT  id,paper_id,user_id,finished,finish_time,create_dept,create_by,create_time,update_by,update_time  FROM a7_paper_user_relation      WHERE  (paper_id IN (1945677815536799745))
1755078772782|4|statement|connection 34|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO sys_logininfor  ( info_id, tenant_id, user_name, status, ipaddr, login_location, browser, os, msg, login_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO sys_logininfor  ( info_id, tenant_id, user_name, status, ipaddr, login_location, browser, os, msg, login_time )  VALUES (  1955568227417358337, '000000', 'js001', '0', '127.0.0.1', '内网IP', 'MSEdge', 'Windows 10 or Windows Server 2016', '退出成功', '2025-08-13T17:52:52.774+0800'  )
1755078772866|2|statement|connection 35|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,tenant_id,contact_user_name,contact_phone,company_name,license_number,address,domain,intro,remark,package_id,expire_time,account_count,status,del_flag,create_dept,create_by,create_time,update_by,update_time  FROM sys_tenant  WHERE del_flag='0'       ORDER BY id ASC|SELECT  id,tenant_id,contact_user_name,contact_phone,company_name,license_number,address,domain,intro,remark,package_id,expire_time,account_count,status,del_flag,create_dept,create_by,create_time,update_by,update_time  FROM sys_tenant  WHERE del_flag='0'       ORDER BY id ASC
1755078777841|1|statement|connection 36|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT   user_name,status   FROM sys_user  WHERE del_flag='0'     AND (user_name = ?)|SELECT   user_name,status   FROM sys_user  WHERE del_flag='0'     AND (user_name = 'gly001')
1755078777844|1|statement|connection 37|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_name = ?|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_name = 'gly001'
1755078778045|1|statement|connection 38|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.perms         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role r on r.role_id = sur.role_id         where m.status = '0'           and r.status = '0'           and sur.user_id = ?|select distinct m.perms         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role r on r.role_id = sur.role_id         where m.status = '0'           and r.status = '0'           and sur.user_id = 1941157755342352386
1755078778049|2|statement|connection 39|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct r.role_id,                         r.role_name,                         r.role_key,                         r.role_sort,                         r.data_scope,                         r.menu_check_strictly,                         r.dept_check_strictly,                         r.status,                         r.del_flag,                         r.create_time,                         r.remark         from sys_role r                  left join sys_user_role sur on sur.role_id = r.role_id                  left join sys_user u on u.user_id = sur.user_id                  left join sys_dept d on u.dept_id = d.dept_id               WHERE r.del_flag = '0' and sur.user_id = ?|select distinct r.role_id,                         r.role_name,                         r.role_key,                         r.role_sort,                         r.data_scope,                         r.menu_check_strictly,                         r.dept_check_strictly,                         r.status,                         r.del_flag,                         r.create_time,                         r.remark         from sys_role r                  left join sys_user_role sur on sur.role_id = r.role_id                  left join sys_user u on u.user_id = sur.user_id                  left join sys_dept d on u.dept_id = d.dept_id               WHERE r.del_flag = '0' and sur.user_id = 1941157755342352386
1755078778096|7|statement|connection 40|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|UPDATE sys_user  SET login_ip=?,  login_date=?,         update_by=?, update_time=?  WHERE user_id=? AND del_flag='0'|UPDATE sys_user  SET login_ip='127.0.0.1',  login_date='2025-08-13T17:52:58.083+0800',         update_by=1941157755342352386, update_time='2025-08-13T17:52:58.085+0800'  WHERE user_id=1941157755342352386 AND del_flag='0'
1755078778100|7|statement|connection 41|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|INSERT INTO sys_logininfor  ( info_id, tenant_id, user_name, status, ipaddr, login_location, browser, os, msg, login_time )  VALUES (  ?, ?, ?, ?, ?, ?, ?, ?, ?, ?  )|INSERT INTO sys_logininfor  ( info_id, tenant_id, user_name, status, ipaddr, login_location, browser, os, msg, login_time )  VALUES (  1955568249701695489, '000000', 'gly001', '0', '127.0.0.1', '内网IP', 'MSEdge', 'Windows 10 or Windows Server 2016', '登录成功', '2025-08-13T17:52:58.087+0800'  )
1755078778166|3|statement|connection 42|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = ?|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = 1941157755342352386
1755078778225|1|statement|connection 43|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = ?           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = 1941157755342352386           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num
1755078787035|2|statement|connection 44|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT COUNT(*) AS total FROM knowledge_info WHERE (uid = ?)|SELECT COUNT(*) AS total FROM knowledge_info WHERE (uid = 1941157755342352386)
1755078787041|4|statement|connection 44|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  id,kid,uid,kname,share,description,knowledge_separator,question_separator,overlap_char,retrieve_limit,text_block_size,vector_model_name,embedding_model_name,system_prompt,remark,create_dept,create_by,create_time,update_by,update_time  FROM knowledge_info      WHERE  (uid = ?) LIMIT ?|SELECT  id,kid,uid,kname,share,description,knowledge_separator,question_separator,overlap_char,retrieve_limit,text_block_size,vector_model_name,embedding_model_name,system_prompt,remark,create_dept,create_by,create_time,update_by,update_time  FROM knowledge_info      WHERE  (uid = 1941157755342352386) LIMIT 2147483647
1755078788438|1|statement|connection 45|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  dict_code,dict_sort,dict_label,dict_value,dict_type,css_class,list_class,is_default,status,remark,tenant_id,create_dept,create_by,create_time,update_by,update_time  FROM sys_dict_data      WHERE  (status = ? AND dict_type = ?) ORDER BY dict_sort ASC|SELECT  dict_code,dict_sort,dict_label,dict_value,dict_type,css_class,list_class,is_default,status,remark,tenant_id,create_dept,create_by,create_time,update_by,update_time  FROM sys_dict_data      WHERE  (status = '0' AND dict_type = 'sys_normal_disable') ORDER BY dict_sort ASC
1755078788520|7|statement|connection 46|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT  dict_code,dict_sort,dict_label,dict_value,dict_type,css_class,list_class,is_default,status,remark,tenant_id,create_dept,create_by,create_time,update_by,update_time  FROM sys_dict_data      WHERE  (status = ? AND dict_type = ?) ORDER BY dict_sort ASC|SELECT  dict_code,dict_sort,dict_label,dict_value,dict_type,css_class,list_class,is_default,status,remark,tenant_id,create_dept,create_by,create_time,update_by,update_time  FROM sys_dict_data      WHERE  (status = '0' AND dict_type = 'sys_user_sex') ORDER BY dict_sort ASC
1755078788631|5|statement|connection 47|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT COUNT(*) AS total FROM sys_user u WHERE (u.del_flag = ?)|SELECT COUNT(*) AS total FROM sys_user u WHERE (u.del_flag = '0')
1755078788636|2|statement|connection 47|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|SELECT u.user_id, u.dept_id, u.nick_name, u.user_name, u.email, u.avatar, u.phonenumber, u.sex, u.user_balance, u.user_grade, u.domain_name, u.status, u.del_flag, u.login_ip, u.login_date, u.create_by, u.create_time, u.remark, d.dept_name, d.leader FROM sys_user u LEFT JOIN sys_dept d ON u.dept_id = d.dept_id WHERE (u.del_flag = ?) LIMIT ?|SELECT u.user_id, u.dept_id, u.nick_name, u.user_name, u.email, u.avatar, u.phonenumber, u.sex, u.user_balance, u.user_grade, u.domain_name, u.status, u.del_flag, u.login_ip, u.login_date, u.create_by, u.create_time, u.remark, d.dept_name, d.leader FROM sys_user u LEFT JOIN sys_dept d ON u.dept_id = d.dept_id WHERE (u.del_flag = '0') LIMIT 10
1755079108525|1|statement|connection 48|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = ?|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = 1941157755342352386
1755079108614|1|statement|connection 49|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = ?           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = 1941157755342352386           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num
1755079130677|1|statement|connection 50|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = ?|select u.user_id,                u.tenant_id,                u.user_balance,                u.user_grade,                u.dept_id,                u.user_name,                u.nick_name,                u.user_type,                u.email,                u.avatar,                u.wx_avatar,                u.phonenumber,                u.password,                u.user_plan,                u.sex,                u.status,                u.del_flag,                u.login_ip,                u.login_date,                u.create_by,                u.create_time,                u.remark,                d.dept_id,                d.parent_id,                d.ancestors,                d.dept_name,                d.order_num,                d.leader,                d.status as dept_status,                r.role_id,                r.role_name,                r.role_key,                r.role_sort,                r.data_scope,                r.status as role_status         from sys_user u             left join sys_dept d on u.dept_id = d.dept_id             left join sys_user_role sur on u.user_id = sur.user_id             left join sys_role r on r.role_id = sur.role_id               where u.del_flag = '0' and u.user_id = 1941157755342352386
1755079130737|1|statement|connection 51|url jdbc:mysql://127.0.0.1:3306/course_ai?useUnicode=true&characterEncoding=utf8&zeroDateTimeBehavior=convertToNull&useSSL=true&serverTimezone=GMT%2B8&autoReconnect=true&rewriteBatchedStatements=true|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = ?           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num|select distinct m.menu_id,                         m.parent_id,                         m.menu_name,                         m.path,                         m.component,                         m.query_param,                         m.visible,                         m.status,                         m.perms,                         m.is_frame,                         m.is_cache,                         m.menu_type,                         m.icon,                         m.order_num,                         m.create_time         from sys_menu m                  left join sys_role_menu rm on m.menu_id = rm.menu_id                  left join sys_user_role sur on rm.role_id = sur.role_id                  left join sys_role ro on sur.role_id = ro.role_id                  left join sys_user u on sur.user_id = u.user_id         where u.user_id = 1941157755342352386           and m.menu_type in ('M', 'C')           and m.status = '0'           and ro.status = '0'         order by m.parent_id, m.order_num
